0.0 0.0
285.0 64.26
490.0 243.94
675.0 252.6175298804781
599.0 258.14285714285717
665.0 293.528
612.0 301.04819277108436
693.0 318.140562248996
782.0 343.49397590361446
687.0 312.7550200803213
703.0 318.804
704.0 347.09638554216866
713.0 352.2828685258964
721.0 363.41767068273094
695.0 359.7459677419355
707.0 351.7951807228916
791.0 353.876
691.0 345.6309523809524
730.0 337.578313253012
687.0 349.866935483871
698.0 343.0725806451613
716.0 349.0160642570281
780.0 370.6653225806452
729.0 361.0796812749004
752.0 369.0830039525692
735.0 357.5748031496063
747.0 346.7755905511811
745.0 379.1653543307087
807.0 336.1174089068826
739.0 370.3481781376518
782.0 369.1174089068826
696.0 358.753036437247
800.0 358.27530364372467
819.0 361.8421052631579
761.0 374.4574898785425
790.0 345.834008097166
755.0 359.7449392712551
784.0 366.284
780.0 348.516
704.0 349.896
725.0 364.936
718.0 354.728
774.0 386.5
793.0 340.408
730.0 351.412
761.0 365.412
750.0 379.288
818.0 367.472
781.0 368.556
842.0 378.996
703.0 373.98
735.0 354.84
798.0 375.6403162055336
743.0 355.34387351778656
820.0 368.87747035573125
745.0 375.4505928853755
797.0 356.69565217391306
794.0 360.75494071146244
782.0 369.6600790513834
794.0 375.59288537549406
711.0 369.8695652173913
952.0 364.9525691699605
841.0 376.4387351778656
758.0 372.40316205533594
895.0 376.5375494071146
893.0 369.80632411067194
836.0 352.24505928853756
1021.0 375.6363636363636
855.0 361.0158102766798
788.0 370.3426294820717
724.0 364.36653386454185
810.0 366.45019920318725
791.0 347.7609561752988
797.0 368.51181102362204
725.0 364.0196850393701
784.0 376.31889763779526
753.0 346.9212598425197
710.0 365.6062992125984
745.0 365.503937007874
824.0 369.3543307086614
802.0 355.0472440944882
718.0 376.5826771653543
861.0 356.8897637795276
789.0 348.9448818897638
787.0 372.81496062992125
713.0 355.0236220472441
740.0 363.62598425196853
822.0 360.6968503937008
761.0 352.3346456692913
801.0 352.0236220472441
746.0 363.2244094488189
892.0 371.87795275590554
707.0 358.73622047244095
701.0 363.12204724409446
716.0 353.7755905511811
728.0 367.5748031496063
783.0 369.13385826771656
736.0 374.255905511811
745.0 353.34645669291336
739.0 347.62992125984255
722.0 384.1062992125984
726.0 362.9763779527559
791.0 357.6417322834646
793.0 378.6732283464567
752.0 367.0826771653543
657.0 353.9724409448819
777.0 368.45669291338584
787.0 360.4409448818898
819.0 366.751968503937
838.0 367.1456692913386
751.0 390.8543307086614
699.0 391.9724409448819
866.0 397.3582677165354
798.0 355.6692913385827
730.0 362.0551181102362
774.0 359.4724409448819
756.0 376.3503937007874
794.0 372.8267716535433
756.0 362.4488188976378
741.0 376.09055118110234
721.0 370.2165354330709
673.0 360.57086614173227
682.0 353.9251968503937
664.0 343.8543307086614
716.0 350.9409448818898
679.0 344.20866141732284
726.0 371.7755905511811
771.0 340.01181102362204
772.0 355.6692913385827
774.0 363.56692913385825
716.0 360.9803149606299
722.0 344.5866141732283
731.0 358.2204724409449
712.0 363.9724409448819
678.0 353.6377952755906
774.0 345.0748031496063
744.0 359.755905511811
